conversation_id_str,full_text,lang,location,Stemming,Paslon,InSet_Score,Sentistrength_Score,Combined_Score
1737447940040651075,CAPRES KARBITAN LANGGAR HAM UDH TUA GAGAL SBH MENHAN CAWAPRES KARBITAN ANAK HARAM KOSNTUTUSI RAKYAT JGN MAU DIBODOHI 400 T MAKAN SIANG 1X &amp; SUSU 1X U BEBERAPA JT ANAK &amp; IBU HAMIL DANANYA AMBIL DR BANSOS PENDIDIKAN &amp; KESEHATAN INI PROGRAM TOLOL RAKYAT DIBODOHIN RAKYAT https://t.co/fNWVHaf7Ut,in,Indonesia,"['capres', 'karbitan', 'langgar', 'ham', 'udh', 'tua', 'gagal', 'sbh', 'menhan', 'cawapres', 'karbitan', 'anak', 'haram', 'kosntutusi', 'rakyat', 'jgn', 'mau', 'bodoh', 't', 'makan', 'siang', 'x', 'amp', 'susu', 'x', 'u', 'beberapa', 'jt', 'anak', 'amp', 'ibu', 'hamil', 'dana', 'ambil', 'dr', 'bansos', 'didik', 'amp', 'sehat', 'program', 'tolol', 'rakyat', 'dibodohin', 'rakyat']",Anies,-21.0,-2.0,-23.0
1737467088628031893,dunia kau apa anis https://t.co/Ca4iKVSsq0,in,kuala lumpur,"['dunia', 'kau', 'apa', 'anis']",Anies,-2.0,0.0,-2.0
1737449639903895669,TERLALU GEMAS https://t.co/aw17yMq9HT,in,SWORD-chiku,"['terlalu', 'gemas']",Anies,1.0,0.0,1.0
1737453298465312907,perkara mereview perpaduan oatside x matcha https://t.co/0aHFDJoN78,in,no minor ,"['perkara', 'mereview', 'padu', 'oatside', 'x', 'matcha']",Anies,-4.0,-1.0,-5.0
1737447940040651075,JANJI MAKAN SUSU GRATIS RAKYAT DIBODOHI DGN JANJI GA REALISTIS 400 T SETH NAIKKAN PAJAK / NAMBAH BUTANG LN? MEMBERATKAN RAKYAT MAKAN SUSU 1X GA KENYANG &amp; JD KOTORAN (TAI) GA ENTASKAN KEMISKINAN PROGRAM U KORUPSI BESAR2 AN SJ KAN SDH ADA BANSOS BLT DLL U RAKYAT MISKIN https://t.co/mU27VcqjhA,in,Indonesia,"['janji', 'makan', 'susu', 'gratis', 'rakyat', 'bodoh', 'dgn', 'janji', 'ga', 'realistis', 't', 'seth', 'naik', 'pajak', 'nambah', 'butang', 'ln', 'berat', 'rakyat', 'makan', 'susu', 'x', 'ga', 'kenyang', 'amp', 'jd', 'kotor', 'tai', 'ga', 'entas', 'miskin', 'program', 'u', 'korupsi', 'besar', 'an', 'sj', 'kan', 'sdh', 'bansos', 'blt', 'u', 'rakyat', 'miskin']",Anies,-22.0,-3.0,-25.0
1737421691138306131,please la bila nak jumpa anis ni nak main make up make up sesama nak borak panjang panjang i miss her so badd wehh istg sumpah nak nangisss aku rindu diaa️️ https://t.co/S0CmvdRTSw,in,,"['please', 'la', 'bila', 'nak', 'jumpa', 'anis', 'ni', 'nak', 'main', 'make', 'up', 'make', 'up', 'sama', 'nak', 'borak', 'panjang', 'panjang', 'i', 'miss', 'her', 'so', 'badd', 'wehh', 'istg', 'sumpah', 'nak', 'nangisss', 'aku', 'rindu', 'diaa']",Anies,5.0,2.0,7.0
1737449579279462580,berhasil mancing anis bikin fekcet,in,,"['hasil', 'mancing', 'anis', 'bikin', 'fekcet']",Anies,5.0,0.0,5.0
1737446688120529146,babila ada housemate yg takde common sense ni time waktu orang nak gi kerja la kau sibuk nk mandi dahtu time tu jgk kau nak mandi lama nk cuci segala celah cipap kau tu aishh aku geram sungguh,in,,"['babila', 'housemate', 'yg', 'takde', 'common', 'sense', 'ni', 'time', 'waktu', 'orang', 'nak', 'gi', 'kerja', 'la', 'kau', 'sibuk', 'nk', 'mandi', 'dahtu', 'time', 'tu', 'jgk', 'kau', 'nak', 'mandi', 'lama', 'nk', 'cuci', 'segala', 'celah', 'cipap', 'kau', 'tu', 'aishh', 'aku', 'geram', 'sungguh']",Anies,1.0,-4.0,-3.0
1737445963902615826,Buka twt gaada taehyun tutup lagi melamun memikirkan masa depan halusinasi tidur buka twt lagi gaada taehyun tutup mikirin dia jadi zombie... Ini lama lama gue yang jadi zombie,in,mars,"['buka', 'twt', 'gaada', 'taehyun', 'tutup', 'lamun', 'pikir', 'masa', 'depan', 'halusinasi', 'tidur', 'buka', 'twt', 'gaada', 'taehyun', 'tutup', 'mikirin', 'jadi', 'zombie', 'lama', 'lama', 'gue', 'jadi', 'zombie']",Anies,-9.0,-1.0,-10.0
1737402316251357527,Ok some of bloggers sangat membantu. Aku dah malas nak blog. Dan cerita paling dapat byk soalan masa cabut gigi geraham secara pembedahan. Pergh...jagalah gigi kamu sebab gigi ni mahal kosnya..,in,Malaysia,"['some', 'of', 'bloggers', 'sangat', 'bantu', 'aku', 'dah', 'malas', 'nak', 'blog', 'cerita', 'paling', 'byk', 'soal', 'masa', 'cabut', 'gigi', 'geraham', 'cara', 'bedah', 'perghjagalah', 'gigi', 'kamu', 'gigi', 'ni', 'mahal', 'kosnya']",Anies,-2.0,-3.0,-5.0
1737461930951127215,duit gw anis buat beli es tiap hari,in,,"['duit', 'gw', 'anis', 'buat', 'beli', 'es', 'tiap', 'hari']",Anies,3.0,0.0,3.0
1737465797113749922, stiap MENJELANG pilpres pesantren dan perkampungan rame pasar sibuk setiap prabowo nyapres isu ham di buka lagi anis rame ISU politik identitas ganjar korupsi e-KTP.. Tapi kita saksikan setelah pilpres selesai ISU HAM EKTP POLITIK IDENTITAS LANGSUNG DIAM SEMUA.,in,"Trenggalek, Indonesia","['stiap', 'jelang', 'pilpres', 'pesantren', 'kampung', 'rame', 'pasar', 'sibuk', 'tiap', 'prabowo', 'nyapres', 'isu', 'ham', 'buka', 'anis', 'rame', 'isu', 'politik', 'identitas', 'ganjar', 'korupsi', 'ektp', 'saksi', 'pilpres', 'selesai', 'isu', 'ham', 'ektp', 'politik', 'identitas', 'langsung', 'diam', 'semua']",Anies,14.0,-3.0,11.0
1737471079910941137,video story dari op aslinya udh gaada jadi ngeliatnya dari story-nya daichi doang. lucu bgt dia seneng ya abis ditraktir https://t.co/tGEHIksEa6,in,SWORD-chiku,"['video', 'story', 'op', 'asli', 'udh', 'gaada', 'jadi', 'ngeliatnya', 'storynya', 'daichi', 'doang', 'lucu', 'bgt', 'neng', 'abis', 'traktir']",Anies,10.0,2.0,12.0
1737462872299782446,average day di fakultas ekologi manusia&lt;3 aku suka bgt lingkunganku semasa kuliah kayak kok orang baik baik bgt yaaaaa dan super supportive terus positive vibes juga hikss i miss my uni life https://t.co/sHzcnKk4DJ,in,no minor ,"['average', 'day', 'fakultas', 'ekologi', 'manusialt', 'aku', 'suka', 'bgt', 'lingkung', 'masa', 'kuliah', 'kayak', 'kok', 'orang', 'baik', 'baik', 'bgt', 'yaaaaa', 'super', 'supportive', 'terus', 'positive', 'vibes', 'hikss', 'i', 'miss', 'my', 'uni', 'life']",Anies,6.0,3.0,9.0
1737424884555534717,Gua liat ka anis bang agis gemes bgtt yaampunnn mentor indayskuuu,in,,"['gua', 'liat', 'ka', 'anis', 'bang', 'agis', 'gemes', 'bgtt', 'yaampunnn', 'mentor', 'indayskuuu']",Anies,-3.0,2.0,-1.0
1737465814188699991,Assalamualaikum. Prabowo masa lalu Anis Baswedan masa depan https://t.co/HgDvMqasNF,in,"Beji, Pasuruan, Jawa Timur","['assalamualaikum', 'prabowo', 'masa', 'lalu', 'anis', 'baswedan', 'masa', 'depan']",Anies,6.0,0.0,6.0
1737368867629109304,Ketemu Om Lembong. Kaget ngobrol sepintas ternyata blio skrg brada di armada Om Anis Baswedan. To bo honest Om Lembong ini one of the best financial mentor from 27th bankers in Indonesia who i admired the most. Selamat bertugas om kuh. Awet sehat djaya &amp; sakses slalu yhaw,in,Comedy Nation,"['ketemu', 'om', 'lembong', 'kaget', 'ngobrol', 'pintas', 'nyata', 'blio', 'skrg', 'brada', 'armada', 'om', 'anis', 'baswedan', 'to', 'bo', 'honest', 'om', 'lembong', 'one', 'of', 'the', 'best', 'financial', 'mentor', 'from', 'th', 'bankers', 'in', 'indonesia', 'who', 'i', 'admired', 'the', 'most', 'selamat', 'tugas', 'om', 'kuh', 'awet', 'sehat', 'djaya', 'amp', 'sakses', 'slalu', 'yhaw']",Anies,16.0,3.0,19.0
1737462298086973530,Anis mrnang satu putaran https://t.co/0HABpWCeZK,in,,"['anis', 'mrnang', 'satu', 'putar']",Anies,3.0,0.0,3.0
1737446822497681487,aku ni kan dah habis diam dh dgn perangai housemate yg sikit pon takde common sense asyik nk fikir diri sendiri je lepas,in,,"['aku', 'ni', 'kan', 'dah', 'habis', 'diam', 'dh', 'dgn', 'perangai', 'housemate', 'yg', 'sikit', 'pon', 'takde', 'common', 'sense', 'asyik', 'nk', 'fikir', 'diri', 'sendiri', 'je', 'lepas']",Anies,-6.0,3.0,-3.0
1737446975812076006,Nasehat poro sepuh yang paling sering disampaikan abah : Seng wes ono syukurono seng durung teko entenono seng wes lungo lalekno seng wes ilang ikhlasno - Ning Khima Anis - https://t.co/s9Deox7LcM,in,Bekasi,"['nasehat', 'poro', 'sepuh', 'paling', 'sering', 'abah', 'seng', 'wes', 'ono', 'syukurono', 'seng', 'durung', 'teko', 'entenono', 'seng', 'wes', 'lungo', 'lalekno', 'seng', 'wes', 'ilang', 'ikhlasno', 'ning', 'khima', 'anis']",Anies,2.0,0.0,2.0
1737314434752868642,Calon Presiden (Capres) Nomor urut 3 Ganjar Pranowo menawarkan kontrak 2 tahun kepada IPB University untuk menjalankan Revolusi Agromaritim sebagai upaya mewujudkan kedaulatan pangan di Indonesia. Hal itu disampaikannya pada momen Dialog Capres di event Food and Agriculture https://t.co/TKRcI5HPbv,in,Indonesia,"['calon', 'presiden', 'capres', 'nomor', 'urut', 'ganjar', 'pranowo', 'tawar', 'kontrak', 'tahun', 'ipb', 'university', 'jalan', 'revolusi', 'agromaritim', 'bagai', 'upaya', 'wujud', 'daulat', 'pangan', 'indonesia', 'momen', 'dialog', 'capres', 'event', 'food', 'and', 'agriculture']",Anies,9.0,2.0,11.0
1737314136592380039,Dukungan kepada Calon Presiden (Capres) 2024 nomor urut 3 Ganjar Pranowo terus mengalir. Kini dukungan datang dari semangat dan kesadaran gotong royong dari masyarakat yang mengusung Gerakan Kaos Rakyat. Gerakan Kaos Rakyat lahir di Yogyakarta dan diinisiasi oleh alumni https://t.co/72WqmrJZ9m,in,Indonesia,"['dukung', 'calon', 'presiden', 'capres', 'nomor', 'urut', 'ganjar', 'pranowo', 'terus', 'alir', 'kini', 'dukung', 'datang', 'semangat', 'sadar', 'gotong', 'royong', 'masyarakat', 'usung', 'gera', 'kaos', 'rakyat', 'gera', 'kaos', 'rakyat', 'lahir', 'yogyakarta', 'inisiasi', 'alumni']",Anies,13.0,3.0,16.0
1737349362551046302,Ada 29 gmbr dgn Anis harini,in,"Perak, Malaysia","['gmbr', 'dgn', 'anis', 'harini']",Anies,0.0,0.0,0.0
1737322704334897322,Oknum buronan penipuan mengatas namakan relawan Anis dr GARNIES yg menawarkan pemesanan cetak kalender Benner kaos gantungan kunci udah byk korban di tipu dgn nama KTP yg di atas tersebut kalo ketemu tangkap bawa ke GARNIES pusat dia PNY KTP ganda satu LG KTP Depok 082246223018 https://t.co/DZbst5ug2y,in,,"['oknum', 'buron', 'tipu', 'atas', 'nama', 'rawan', 'anis', 'dr', 'garnies', 'yg', 'tawar', 'mesan', 'cetak', 'kalender', 'benner', 'kaos', 'gantung', 'kunci', 'udah', 'byk', 'korban', 'tipu', 'dgn', 'nama', 'ktp', 'yg', 'atas', 'sebut', 'kalo', 'ketemu', 'tangkap', 'bawa', 'garnies', 'pusat', 'pny', 'ktp', 'ganda', 'satu', 'lg', 'ktp', 'depok']",Anies,-23.0,-4.0,-27.0
1737350308752416857,Wow yakinnya kamu https://t.co/n1sBYFSxxp,in,"Seoul , south korea","['wow', 'yakin', 'kamu']",Anies,3.0,3.0,6.0
1737346926910296191,otw dpet leot baru dikasi ka anis terimakasih dah di gedor ka @Sugamybee https://t.co/nh6n3qzrJ6,in,she/her,"['otw', 'dpet', 'leot', 'baru', 'kasi', 'ka', 'anis', 'terimakasih', 'dah', 'gedor', 'ka']",Anies,-5.0,0.0,-5.0
1737314297154539520,Calon presiden nomor urut 3 Ganjar Pranowo menilai Rancangan Undang-Undang (RUU) tentang Perampasan Aset harus segera disahkan. Sebab menurut Ganjar RUU tentang Perampasan Aset sudah menjadi tuntutan dari Masyarakat. Hal tersebut disampaikan Ganjar usai menghadiri Dies Natalis https://t.co/3j9GXGUTye,in,Indonesia,"['calon', 'presiden', 'nomor', 'urut', 'ganjar', 'pranowo', 'nilai', 'rancang', 'undangundang', 'ruu', 'ampas', 'aset', 'segera', 'sah', 'turut', 'ganjar', 'ruu', 'ampas', 'aset', 'jadi', 'tuntut', 'masyarakat', 'sebut', 'ganjar', 'usai', 'hadir', 'dies', 'natalis']",Anies,17.0,2.0,19.0
1737320206501023823,Scam @59cr kashmir https://t.co/hFTCZr2ydU,in,,"['scam', 'kashmir']",Anies,0.0,0.0,0.0
1737314747174080776,Anis Presiden RI 2024 rakyat Indonesia adil makmur aman sentosa https://t.co/1UEDwo42nD,in,,"['anis', 'presiden', 'ri', 'rakyat', 'indonesia', 'adil', 'makmur', 'aman', 'sentosa']",Anies,13.0,4.0,17.0
1737327260292784400,gaya elit ekonomi sulit gaya elit ditangih hutang sulit... haha bisa aja Adit @XFactorID https://t.co/CsfYuHsBLf,in,sukabumi,"['gaya', 'elit', 'ekonomi', 'sulit', 'gaya', 'elit', 'ditangih', 'hutang', 'sulit', 'haha', 'aja', 'adit']",Anies,-4.0,0.0,-4.0
1737306870053048570,Benda paling malas setiap hujung tahun. Update file stock/aset https://t.co/yzG0lPxWLE,in,tampin ~ melaka,"['benda', 'paling', 'malas', 'tiap', 'hujung', 'tahun', 'update', 'file', 'stockaset']",Anies,-7.0,-4.0,-11.0
1737361488439099746,ini scam kah? Kok gapernah ngumumim winner deh aku scroll kebawah cuma post GA tanpa ngumumim https://t.co/kSYLtOY4Wq,in,,"['scam', 'kok', 'gapernah', 'ngumumim', 'winner', 'deh', 'aku', 'scroll', 'bawah', 'cuma', 'post', 'ga', 'ngumumim']",Anies,-4.0,-1.0,-5.0
1737263815346331781,@are_inismyname @gibran_tweet @seeksixsuck @kurawa @P4P4B0W0_2024 @bengkeldodo @Ndons_Back @99propaganda @florieliciouss @Alie_Fahnoor @DarekaRendy @Kimberley_2024 Jangan tertipu prtumbuhan ekonomi solo itu hasil kinerja pemerintah pusat bukan hasil kinerja bocah itu. Sekarang kita liat kinerja bapaknya saat di DKI prtumbuhan Turun ke 5%an liat 2017 dn strusnya saat anis berkuasa prtumbuhan mlompat diatas 6%an. Anis sangat brkualitas https://t.co/CvRozxHVg4,in,,"['jangan', 'tipu', 'prtumbuhan', 'ekonomi', 'solo', 'hasil', 'kerja', 'perintah', 'pusat', 'bukan', 'hasil', 'kerja', 'bocah', 'sekarang', 'liat', 'kerja', 'bapak', 'dki', 'prtumbuhan', 'turun', 'an', 'liat', 'dn', 'strusnya', 'anis', 'kuasa', 'prtumbuhan', 'mlompat', 'atas', 'an', 'anis', 'sangat', 'brkualitas']",Anies,15.0,0.0,15.0
1737302312711000513,@abu_waras apindo kelas manufagtur export medco sdh lama k anis,in,BANDUNG,"['apindo', 'kelas', 'manufagtur', 'export', 'medco', 'sdh', 'lama', 'k', 'anis']",Anies,-7.0,-1.0,-8.0
1737364050101821842,Ga habis pikir org2 bisa nelan kata2 manis nya pak anis wkwk nelan kehaluan pak amin hadeuh capedeh,in,"Pekan Baru, Riau","['ga', 'habis', 'pikir', 'org', 'nan', 'kata', 'manis', 'nya', 'pak', 'anis', 'wkwk', 'nan', 'haluan', 'pak', 'amin', 'hadeuh', 'capedeh']",Anies,11.0,3.0,14.0
1737366926698180888,Apk vote bday gue cuma ada 3.. 4 sama mubeat yg bentar lg buka.. muk download lagi tapi dah penuh penyimpanannya,in,mars,"['apk', 'vote', 'bday', 'gue', 'cuma', 'sama', 'mubeat', 'yg', 'bentar', 'lg', 'buka', 'muk', 'download', 'dah', 'penuh', 'simpan']",Anies,-2.0,1.0,-1.0
1737344580692099109,Memang top Pakbowogibran LanjutkanJKW memastikan pemenuhan kepentingan penting kita2 seperti makanan pakaian serta papan. #SolusiPROGIEKONOMI SkaliPutaran MasBowogibran,in,,"['memang', 'top', 'pakbowogibran', 'lanjutkanjkw', 'penuh', 'penting', 'penting', 'makan', 'pakai', 'papan', 'skaliputaran', 'masbowogibran']",Anies,16.0,3.0,19.0
1737320006487351579,Tetiba teringin cendol,in,,"['tetiba', 'cendol']",Anies,-3.0,0.0,-3.0
1737367485899505859, orang cerdas pilih anis orang cerdas pilih prabowo orang cerdas pilih ganjar Basiii tau gak ,in,,"['orang', 'cerdas', 'pilih', 'anis', 'orang', 'cerdas', 'pilih', 'prabowo', 'orang', 'cerdas', 'pilih', 'ganjar', 'basiii', 'tau', 'gak']",Anies,-5.0,1.0,-4.0
1737344578754343167,Visi top Pakbowogibran LanjutkanJKW siap menyokong partisipasi rakyat pada pelaksanaan mengembangkan kemakmuran untuk masyarakat. #SolusiPROGIEKONOMI MasbowoGibran EmangAsik,in,,"['visi', 'top', 'pakbowogibran', 'lanjutkanjkw', 'siap', 'sokong', 'partisipasi', 'rakyat', 'laksana', 'kembang', 'makmur', 'masyarakat', 'masbowogibran', 'emangasik']",Anies,21.0,3.0,24.0
1737284353280057477,21/12/23-sore Chekicha manda (malem berangkat ke kuala lumpur) 22/12/23-malem Videocall manda (pagi terbang ke indonesia️) 23/12/23-malem STS manda (verif ga verif wajib ke theater!!) See you soon indonesiaaa️ See you my lovee doain aku verif theater ya @PS_AmandaJKT48 https://t.co/FnRjY25oKM,in,,"['sore', 'chekicha', 'manda', 'malem', 'berangkat', 'kuala', 'lumpur', 'malem', 'videocall', 'manda', 'pagi', 'terbang', 'indonesia', 'malem', 'sts', 'manda', 'verif', 'ga', 'verif', 'wajib', 'theater', 'see', 'you', 'soon', 'indonesiaaa', 'see', 'you', 'my', 'lovee', 'doain', 'aku', 'verif', 'theater']",Anies,0.0,0.0,0.0
1737283774654927003,Umm.. udah dari lama sih https://t.co/1dFmpnOP8d,in,mars,"['umm', 'udah', 'lama', 'sih']",Anies,-4.0,-1.0,-5.0
1737306498425061851,Sedikit jealous dgn yang dapat *Psstt banyak sebenarnya huhu,in,,"['sedikit', 'jealous', 'dgn', 'psstt', 'banyak', 'benar', 'huhu']",Anies,-2.0,3.0,1.0
1737217008176119919,Alhamdulllah ️ @SanaUllahBngsh Ludu star @im__sajjad_,in,"Charsadda, Pakistan","['alhamdulllah', 'ludu', 'star']",Anies,0.0,0.0,0.0
1737289514023039485,Good morning... Mari awali pagi ini dengan ngopi. Mau liburan kerjaan makin ugal-ugalan ya Tuhan... https://t.co/mkY1SUuPds,in,somewhere only we know,"['good', 'morning', 'awal', 'pagi', 'ngopi', 'mau', 'libur', 'kerja', 'makin', 'ugalugalan', 'tuhan']",Anies,26.0,0.0,26.0
1737256963711664206,Yg pakai peci hitam mirip mantan Gubernur Wakanda lihai memproduksi kata-kata. Tp mudah lupa. Ya gak sih @panca66 https://t.co/WaiduC4Wrg,in,Jakarta,"['yg', 'pakai', 'peci', 'hitam', 'mirip', 'mantan', 'gubernur', 'wakanda', 'lihai', 'produksi', 'katakata', 'tp', 'mudah', 'lupa', 'gak', 'sih']",Anies,1.0,2.0,3.0
1737304622900105429,DARI BERBAGAI PELOSOK NUSANTARA SABANG SAMPAI MERAUKE MENGGEMA ... DESAK ANIS BASWEDAN PRESIDEN RI NO .1 https://t.co/AQpqZj9TMr,in,,"['bagai', 'pelosok', 'nusantara', 'sabang', 'merauke', 'gema', 'desak', 'anis', 'baswedan', 'presiden', 'ri', 'no']",Anies,-1.0,0.0,-1.0
1737162401492185301,Anis juai aku siut,in,Malaysia,"['anis', 'jua', 'aku', 'siut']",Anies,2.0,0.0,2.0
1737243253299441843,Demokrat menyikapi balasan Anis atas pernyataan soal ndasmu etik cuma makin memperjelas betapa mereka blm bsa berbesar hati karena berharap trllu besar AHY akan dijadikan Cawapres tanpa bsa memantaskan diri apakah dia layak untuk itu &amp; ternyata dia memang tdk layak gk mampu,in,,"['demokrat', 'sikap', 'balas', 'anis', 'atas', 'nyata', 'soal', 'ndasmu', 'etik', 'cuma', 'makin', 'jelas', 'betapa', 'blm', 'bsa', 'besar', 'hati', 'harap', 'trllu', 'besar', 'ahy', 'jadi', 'cawapres', 'bsa', 'pantas', 'diri', 'layak', 'amp', 'nyata', 'memang', 'tdk', 'layak', 'gk', 'mampu']",Anies,36.0,2.0,38.0
1737306358201073964,Jajan vial perfume Mykonos Dark Secret Satin Blanc Sparkling Rose. Paling suka Sparkling Rose Satin Blanc. Dark Secret enak di awalnya doang. Sparkling Rose berasa minum Rose Champagne dingin :9 kayak ada soda2nya gitu. Trus Satin Blanc macam abis mandi sabun wangi apel.,in,"ÜT: -6.2191361,106.8700563","['jajan', 'vial', 'perfume', 'mykonos', 'dark', 'secret', 'satin', 'blanc', 'sparkling', 'rose', 'paling', 'suka', 'sparkling', 'rose', 'satin', 'blanc', 'dark', 'secret', 'enak', 'awal', 'doang', 'sparkling', 'rose', 'asa', 'minum', 'rose', 'champagne', 'dingin', 'kayak', 'soda', 'gitu', 'trus', 'satin', 'blanc', 'macam', 'abis', 'mandi', 'sabun', 'wangi', 'apel']",Anies,17.0,3.0,20.0
1737270155611394227,pala hotak dia semua laki bayar. haha lain la engko tu tak kerja.,in,Malaysia,"['pala', 'hotak', 'semua', 'laki', 'bayar', 'haha', 'la', 'engko', 'tu', 'tak', 'kerja']",Anies,0.0,1.0,1.0
1737246796953584120,HAHAH mimpi poh tu yang funny tu,in,,"['hahah', 'mimpi', 'poh', 'tu', 'funny', 'tu']",Anies,2.0,2.0,4.0
1737276543205027908,good morning. korang dah stress ke belum hari ni? anis dah ,in,아포방포 ⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝,"['good', 'morning', 'korang', 'dah', 'stress', 'hari', 'ni', 'anis', 'dah']",Anies,-6.0,-3.0,-9.0
1737280582932115745,Capres 2024 I think if they're in 'Story of kunning palace' maybe Prabowo-Gibran itu Yan Lin sama bapaknya. Terus aku punya bayangan juga buat Anis-Amin + Ganjar-Mahfud. Tapi kalo aku sebutin keknya bakalan memicu debat deh wkwk.,in,Ghost city,"['capres', 'i', 'think', 'if', 'theyre', 'in', 'story', 'of', 'kunning', 'palace', 'maybe', 'prabowogibran', 'yan', 'lin', 'sama', 'bapak', 'terus', 'aku', 'punya', 'bayang', 'buat', 'anisamin', 'ganjarmahfud', 'kalo', 'aku', 'sebutin', 'kek', 'bakal', 'picu', 'debat', 'deh', 'wkwk']",Anies,16.0,-1.0,15.0
1737262308639097169,Cek KOPER POLO FIBER 24 INCH 010 POLO VIENNA ANTI PECAH BISA BAYAR DITEMPAT PENGIRIMAN GOJEK DAN GRAB dengan harga Rp182.900. Dapatkan di Shopee sekarang! https://t.co/p3AKLUmm4O https://t.co/UJ3QROkLf9,in,,"['cek', 'koper', 'polo', 'fiber', 'inch', 'polo', 'vienna', 'anti', 'pecah', 'bayar', 'tempat', 'kirim', 'gojek', 'grab', 'harga', 'rp', 'shopee', 'sekarang']",Anies,-3.0,-1.0,-4.0
1737277154512228353,Anis Matta Bongkar Fakta Penting Detik-detik Putusan Pendamping Prabowo Gibran Muncul di Menit Terakhir https://t.co/kkZQ7VMNi9,in,,"['anis', 'matta', 'bongkar', 'fakta', 'penting', 'detikdetik', 'putus', 'damping', 'prabowo', 'gibran', 'muncul', 'menit', 'akhir']",Anies,2.0,2.0,4.0
1737279737289150831,It reminds me of my roommate masa sem 1 dulu dahlah katil tepi pintu masuk dia punya kepam tu sampai aku sanggup tido kt bilik anis ,in,,"['it', 'reminds', 'me', 'of', 'my', 'roommate', 'masa', 'sem', 'dulu', 'dah', 'katil', 'tepi', 'pintu', 'masuk', 'punya', 'kepam', 'tu', 'aku', 'sanggup', 'tido', 'kt', 'bilik', 'anis']",Anies,-6.0,0.0,-6.0
1737298471399669804,sia bilang mcm di kk ,in,,"['sia', 'bilang', 'mcm', 'kk']",Anies,-5.0,0.0,-5.0
1737285439600697433,#2024TenggelamkamPDIP #SelamatNyungsepPDIP *ini yg mau nyaleg anak mantan wabup dari banteng https://t.co/AimBfNW9A3,in,di pinggir hatimu,"['yg', 'mau', 'nyaleg', 'anak', 'mantan', 'wabup', 'banteng']",Anies,-4.0,0.0,-4.0
1737221847912161437,MENGUNGKIT2 JASA DI ACARA DEBAT PRESIDEN sungguh GA PUNYA ADAB N ETIKA!!!N LAGI PAK ANIS 100% MURNI DIPILIH RAKYAT WARGA DKI!WLAUPUN DIUSUNG PARTAI tp klu RAKYAT ga mo PILIH emang bisa jd GUBERNUR DKI??? https://t.co/g7IbpBpri6,in,Indonesia,"['ungkit', 'jasa', 'acara', 'debat', 'presiden', 'sungguh', 'ga', 'punya', 'adab', 'n', 'etik', 'pak', 'anis', 'murni', 'pilih', 'rakyat', 'warga', 'dkiwlaupun', 'usung', 'paai', 'tp', 'klu', 'rakyat', 'ga', 'mo', 'pilih', 'emang', 'jd', 'gubernur', 'dki']",Anies,9.0,3.0,12.0
1737145368041943508,JUTAAN YG HADIR MENYAMBUT SITI ATIKOH DIMANA SJ.. REOG PONOROGO MADIUN JATIM DLL RAME.. KLU GAMA KALAH PALING CURANG &amp; GA NETRAL GAMA HRS MENANG 1 PUTARAN U INDONESIA UNGGUL MELANJUTKAN MEMPERBAIKI MEMPERCEPAT U RAKYAT ADIL MAKMUR MERATA @ganjarpranowo @mohmahfudmd https://t.co/yGTn2wx7mb,in,Indonesia,"['juta', 'yg', 'hadir', 'sambut', 'siti', 'atikoh', 'mana', 'sj', 'reog', 'ponorogo', 'madiun', 'jatim', 'rame', 'klu', 'gama', 'kalah', 'paling', 'curang', 'amp', 'ga', 'netral', 'gama', 'hrs', 'menang', 'putar', 'u', 'indonesia', 'unggul', 'lanjut', 'baik', 'cepat', 'u', 'rakyat', 'adil', 'makmur', 'rata']",Anies,21.0,0.0,21.0
1737118438341132563,sengkek la now. takde sapa nak bersedekah ke akaun saya ke?,in,Malaysia,"['sengkek', 'la', 'now', 'takde', 'sapa', 'nak', 'sedekah', 'akaun']",Anies,0.0,0.0,0.0
1737160469805437068,Maleh aku nk layan,in,"Seoul , south korea","['maleh', 'aku', 'nk', 'layan']",Anies,4.0,0.0,4.0
1737084094922777019,Bismillah Agar Negara Indonesia Sejahtera ANIS #AMINAjaDulu #AminPalingSiapUntukIndonesia https://t.co/UWnpDAK087,in,"DKI Jakarta, Indonesia","['bismillah', 'negara', 'indonesia', 'sejahtera', 'anis']",Anies,4.0,0.0,4.0
1737156919473942811,Bapil itu penyakit ringan yang sangat merepotkan... - -,in,brebes,"['bapil', 'sakit', 'ringan', 'sangat', 'repot']",Anies,-8.0,-3.0,-11.0
1737139581022310738,pgen joging tp spatu gw ilang cok apa pake sendal jepit aj,in,,"['pgen', 'joging', 'tp', 'spatu', 'gw', 'ilang', 'cok', 'apa', 'pake', 'sendal', 'jepit', 'aj']",Anies,-16.0,0.0,-16.0
1737114986714210474,ANIS TIDAK MEMUSUHI SIAPAPUN TAPI MENEGAKKAN RASA KEADILAN UNYTUK SENMUA tps://youtu.be/VWeLFoE8CJU?si=qwjmU_faYLNCOGpy,in,"Sidoarjo, Indonesia","['anis', 'musuh', 'siapa', 'tegak', 'rasa', 'adil', 'unytuk', 'senmua', 'tpsyoutubevwelfoecjusiqwjmu faylncogpy']",Anies,-1.0,4.0,3.0
